,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Brighthouse Intelligence Oy,22.12.2015,
1,Y-tunnus,2729564-6,,
2,Kotipaikka,Turku,22.12.2015,
3,Yritysmuoto,Osakeyhtiö,22.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.12.2015,,
6,Viimeisin rekisteröintiajankohta,14.12.2022,14.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.12.2015,,
8,Yrityksen tila,Rekisterissä,22.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,04.09.2019,
12,Postiosoite,Lemminkäisenkatu 32  20520  Turku  Suomi,,
13,Käyntiosoite,Lemminkäisenkatu 32  20520  Turku  Suomi,,
14,Puhelin,+358407456599,,
15,Sähköposti,markku.sahlstrom(a)brighthouse.fi,,
16,Www,http://www.brighthouse.fi,,
