,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,MP Aura Oy,16.11.2015,
1,Y-tunnus,2723520-5,,
2,Kotipaikka,Helsinki,16.11.2015,
3,Yritysmuoto,Osakeyhtiö,16.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.11.2015,,
6,Viimeisin rekisteröintiajankohta,25.04.2023,25.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,16.11.2015,,
8,Yrityksen tila,Rekisterissä,16.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.04.2023,
11,Yhteystiedot,,16.11.2016,
12,Postiosoite,Pohjantähdentie 11  00740  Helsinki  Suomi,,
