,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,SDH Engineers Oy,03.11.2017,
1,Y-tunnus,2726404-9,,
2,Kotipaikka,Rovaniemi,08.12.2015,
3,Yritysmuoto,Osakeyhtiö,08.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.12.2015,,
6,Viimeisin rekisteröintiajankohta,07.03.2023,07.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.12.2015,,
8,Yrityksen tila,Rekisterissä,08.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.05.2022,
11,Yhteystiedot,,31.12.2021,
12,Postiosoite,Viirinkankaantie 1  96300  Rovaniemi  Suomi,,
13,Käyntiosoite,Viirinkankaantie 1  96300  Rovaniemi  Suomi,,
14,Puhelin,040 736 2557,,
15,Sähköposti,juha.konttinen(a)sdh.fi,,
16,Www,http://www.sdh.fi,,
