,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hayas Oy,01.09.2015,
1,Y-tunnus,2705150-2,,
2,Kotipaikka,Helsinki,01.09.2015,
3,Yritysmuoto,Osakeyhtiö,01.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.09.2015,,
6,Viimeisin rekisteröintiajankohta,09.04.2023,09.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.09.2015,,
8,Yrityksen tila,Rekisterissä,01.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.12.2022,
11,Yhteystiedot,,07.01.2019,
12,Postiosoite,PL 42  00811  Helsinki  Suomi,,
13,Käyntiosoite,c/o HAYAS OY  Niittyvillankuja 3  01510  Vantaa  Suomi,,
14,Puhelin,+358 40 7473757,,
15,Sähköposti,info(a)hayas.fi,,
16,Www,http://www.hayas.fi,,
