,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Bloun Oy,20.02.2015,
1,Y-tunnus,2676278-3,,
2,Kotipaikka,Sastamala,20.02.2015,
3,Yritysmuoto,Osakeyhtiö,20.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.02.2015,,
6,Viimeisin rekisteröintiajankohta,21.03.2023,21.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,20.02.2015,,
8,Yrityksen tila,Rekisterissä,20.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,16.02.2015,
12,Postiosoite,Kiikostentie 8  38360  SASTAMALA  Suomi,,
13,Käyntiosoite,Kiikostentie 8  38360  SASTAMALA  Suomi,,
