,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Penttilä Holding Oy,29.04.2015,
1,Y-tunnus,2685618-1,,
2,Kotipaikka,Helsinki,29.04.2015,
3,Yritysmuoto,Osakeyhtiö,29.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,29.04.2015,,
6,Viimeisin rekisteröintiajankohta,26.01.2023,26.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,29.04.2015,,
8,Yrityksen tila,Rekisterissä,29.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,23.06.2020,
11,Yhteystiedot,,08.09.2021,
12,Postiosoite,Vanha Vaasantie 8 C  33470  Ylöjärvi  Suomi,,
13,Käyntiosoite,c/o PTL marketing oy  Merimiehenkuja 7 B  01670  Vantaa  Suomi,,
14,Puhelin,0505055055,,
15,Sähköposti,jussi(a)hypetys.fi,,
16,Www,http://www.hypetys.fi,,
