,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Oceanblue Logistics Oy,20.10.2015,
1,Y-tunnus,2717230-4,,
2,Kotipaikka,Vantaa,20.10.2015,
3,Yritysmuoto,Osakeyhtiö,20.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.10.2015,,
6,Viimeisin rekisteröintiajankohta,03.11.2022,03.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.10.2015,,
8,Yrityksen tila,Rekisterissä,20.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.05.2020,
11,Yhteystiedot,,30.05.2022,
12,Postiosoite,Keltakuja 3  01620  Vantaa  Suomi,,
13,Käyntiosoite,Äyrikuja 3  01510  Vantaa  Suomi,,
14,Puhelin,"0442392888, 0442392888",,
15,Sähköposti,myynti(a)oceanblue.fi,,
16,Www,http://www.oceanblue.fi,,
