,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PH-Hotels Oy,12.10.2015,
1,Y-tunnus,2715490-7,,
2,Kotipaikka,Kankaanpää,12.10.2015,
3,Yritysmuoto,Osakeyhtiö,12.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.10.2015,,
6,Viimeisin rekisteröintiajankohta,08.04.2022,08.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,12.10.2015,,
8,Yrityksen tila,Rekisterissä,12.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,11.09.2020,
12,Postiosoite,Torikatu 13  38700  Kankaanpää  Suomi,,
13,Käyntiosoite,Torikatu 13  38700  Kankaanpää  Suomi,,
14,Puhelin,+358405781200,,
