,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Huoltotien korjaamo,08.10.2015,
1,Y-tunnus,2714784-6,,
2,Kotipaikka,Kontiolahti,08.10.2015,
3,Yritysmuoto,Osakeyhtiö,08.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.10.2015,,
6,Viimeisin rekisteröintiajankohta,23.03.2023,23.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.10.2015,,
8,Yrityksen tila,Rekisterissä,08.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.06.2020,
11,Yhteystiedot,,15.01.2021,
12,Postiosoite,c/o Rauhalantie 15  Rauhalantie 15  80710  Lehmo  Suomi,,
13,Käyntiosoite,c/o Huoltotie 5  Huoltotie 5  80790  Kontioranta  Suomi,,
