,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tolstoi & Sons Engineering Oy,17.08.2021,
1,Y-tunnus,2672750-7,,
2,Kotipaikka,Kirkkonummi,25.02.2015,
3,Yritysmuoto,Osakeyhtiö,25.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.02.2015,,
6,Viimeisin rekisteröintiajankohta,03.03.2022,03.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,25.02.2015,,
8,Yrityksen tila,Rekisterissä,25.02.2015,
9,Yrityksen tilanne,Konkurssissa,03.03.2022,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Ei,,
12,Yhteystiedot,,05.02.2021,
13,Postiosoite,c/o Ekofin Finland Oy  Opistotie 21  02550  Evitskog  Suomi,,
14,Käyntiosoite,c/o EkoFin Finland Oy  Opistotie 21  02550  Evitskog  Suomi,,
15,Sähköposti,info(a)ecofer.fi,,
16,Www,http://www.ecofer.fi,,
