,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Salo-Ranta,13.03.2015,
1,Y-tunnus,2679680-1,,
2,Kotipaikka,Mäntyharju,13.03.2015,
3,Yritysmuoto,Osakeyhtiö,13.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,13.03.2015,,
6,Viimeisin rekisteröintiajankohta,24.06.2022,24.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,13.03.2015,,
8,Yrityksen tila,Rekisterissä,13.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,04.03.2015,
12,Postiosoite,Pekonsaarentie 13  52700  Mäntyharju  Suomi,,
13,Puhelin,0400 794 061,,
