,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,2K Autovaraosat ja Huolto Oy,08.09.2015,
1,Y-tunnus,2703386-5,,
2,Kotipaikka,Helsinki,08.09.2015,
3,Yritysmuoto,Osakeyhtiö,08.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.09.2015,,
6,Viimeisin rekisteröintiajankohta,24.05.2022,24.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.09.2015,,
8,Yrityksen tila,Rekisterissä,08.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,14.01.2022,
12,Postiosoite,Niementie 10 A 3  16300  Orimattila  Suomi,,
13,Käyntiosoite,Niementie 10 A 3  16300  Orimattila  Suomi,,
14,Puhelin,0442440831,,
15,Sähköposti,info(a)kivisto.fi,,
16,Www,http://www.2autokorjaamo.fi,,
