,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,HK-Automaalaus Oy,17.02.2015,
1,Y-tunnus,2673427-2,,
2,Kotipaikka,Salo,17.02.2015,
3,Yritysmuoto,Osakeyhtiö,17.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.02.2015,,
6,Viimeisin rekisteröintiajankohta,07.05.2022,07.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,17.02.2015,,
8,Yrityksen tila,Rekisterissä,17.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.06.2020,
11,Yhteystiedot,,05.02.2015,
12,Postiosoite,Perniöntie 1967 B  25500  Perniö  Suomi,,
13,Käyntiosoite,Perniöntie 1967 B  25500  Perniö  Suomi,,
