,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,AKAP Invest Oy,06.05.2015,
1,Y-tunnus,2685623-7,,
2,Kotipaikka,Espoo,06.05.2015,
3,Yritysmuoto,Osakeyhtiö,06.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.05.2015,,
6,Viimeisin rekisteröintiajankohta,19.03.2020,19.03.2020,
7,Yrityksen tiedot järjestelmässä alkaen,06.05.2015,,
8,Yrityksen tila,Rekisterissä,06.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,10.04.2015,
12,Postiosoite,Etuniementie 2 A 1  02230  Espoo  Suomi,,
13,Puhelin,0405727747,,
