,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Navicon Shipping Ltd Oy,27.05.2015,
1,Y-tunnus,2689004-8,,
2,Kotipaikka,Porvoo,27.05.2015,
3,Yritysmuoto,Osakeyhtiö,27.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,27.05.2015,,
6,Viimeisin rekisteröintiajankohta,04.03.2023,04.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,27.05.2015,,
8,Yrityksen tila,Rekisterissä,27.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,13.05.2020,
11,Yhteystiedot,,28.02.2020,
12,Postiosoite,Eerikinkatu 4 A  00100  Helsinki  Suomi,,
13,Käyntiosoite,Eerikinkatu 4 A  00100  Helsinki  Suomi,,
14,Puhelin,+358975152100,,
15,Sähköposti,navicon(a)navicon.fi,,
