,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,NHN Invest Oy,11.05.2015,
1,Y-tunnus,2689503-3,,
2,Kotipaikka,Hämeenlinna,11.05.2015,
3,Yritysmuoto,Osakeyhtiö,11.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,11.05.2015,,
6,Viimeisin rekisteröintiajankohta,06.09.2022,06.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,11.05.2015,,
8,Yrityksen tila,Rekisterissä,11.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,06.09.2022,
11,Yhteystiedot,,30.10.2018,
12,Postiosoite,c/o Kiivia Oy  Nurkkajussinkuja 12  13500  Hämeenlinna  Suomi,,
13,Sähköposti,support(a)kiivia.fi,,
