,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Rakennusikkuna Oy,05.08.2015,
1,Y-tunnus,2702304-2,,
2,Kotipaikka,Helsinki,05.08.2015,
3,Yritysmuoto,Osakeyhtiö,05.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.08.2015,,
6,Viimeisin rekisteröintiajankohta,17.06.2022,17.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.08.2015,,
8,Yrityksen tila,Rekisterissä,05.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,14.05.2020,
11,Yhteystiedot,,10.12.2020,
12,Postiosoite,Suutarilantie 61  00750  Helsinki  Suomi,,
13,Käyntiosoite,Suutarilantie 61  00750  Helsinki  Suomi,,
14,Puhelin,0400-152188,,
15,Www,http://www.rakennusikkuna.fi,,
