,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Porin Palokunnantie 3,01.01.2016,
1,Y-tunnus,2702548-6,,
2,Kotipaikka,Helsinki,01.01.2016,
3,Yritysmuoto,Osakeyhtiö,01.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.01.2016,,
6,Viimeisin rekisteröintiajankohta,16.06.2022,16.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.01.2016,,
8,Yrityksen tila,Rekisterissä,01.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,02.07.2020,
11,Yhteystiedot,,29.03.2019,
12,Postiosoite,c/o ODLAS OY  Mannerheimintie 156  00270  Helsinki  Suomi,,
13,Käyntiosoite,c/o ODLAS OY  Mannerheimintie 156  00270  Helsinki  Suomi,,
