,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Logistum Holdings Oy,05.11.2015,
1,Y-tunnus,2722220-1,,
2,Kotipaikka,Helsinki,05.11.2015,
3,Yritysmuoto,Osakeyhtiö,05.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.11.2015,,
6,Viimeisin rekisteröintiajankohta,23.09.2022,23.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.11.2015,,
8,Yrityksen tila,Rekisterissä,05.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.03.2022,
11,Yhteystiedot,,15.06.2016,
12,Postiosoite,c/o Rva Koskisen Tilitoimisto  Töölönkatu 27 A 10  00260  Helsinki  Suomi,,
13,Käyntiosoite,c/o Rva Koskisen Tilitoimisto  Töölönkatu 27 A 10  00260  Helsinki  Suomi,,
