,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,SunTori Cleantech Finland Oy,25.05.2015,
1,Y-tunnus,2690402-4,,
2,Kotipaikka,Helsinki,25.05.2015,
3,Yritysmuoto,Osakeyhtiö,25.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.05.2015,,
6,Viimeisin rekisteröintiajankohta,12.03.2021,12.03.2021,
7,Yrityksen tiedot järjestelmässä alkaen,25.05.2015,,
8,Yrityksen tila,Rekisterissä,25.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,23.08.2016,
12,Postiosoite,Kaksostentie 5 F 103  00740  Helsinki  Suomi,,
13,Www,http://www.suntori.co,,
