,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Skandi Digital Oy,02.07.2015,
1,Y-tunnus,2698855-5,,
2,Kotipaikka,Lappeenranta,02.07.2015,
3,Yritysmuoto,Osakeyhtiö,02.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.07.2015,,
6,Viimeisin rekisteröintiajankohta,17.05.2022,17.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.07.2015,,
8,Yrityksen tila,Rekisterissä,02.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.05.2022,
11,Yhteystiedot,,20.01.2017,
12,Postiosoite,Riisikatu 4  53500  Lappeenranta  Suomi,,
13,Sähköposti,inbox(a)skandi.fi,,
14,Www,http://skandi.fi,,
