,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,EriJopit Oy,01.10.2015,
1,Y-tunnus,2713483-4,,
2,Kotipaikka,Oulu,01.10.2015,
3,Yritysmuoto,Osakeyhtiö,01.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.10.2015,,
6,Viimeisin rekisteröintiajankohta,06.05.2022,06.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.10.2015,,
8,Yrityksen tila,Rekisterissä,01.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,13.02.2020,
12,Postiosoite,c/o EriJopit Oy  Mallastie 14 as. 22  90520  Oulu  Suomi,,
13,Käyntiosoite,c/o EriJopit Oy  Mallastie 14 as. 22  90520  Oulu  Suomi,,
