,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Isontammentie 4,01.01.2016,
1,Y-tunnus,2696437-7,,
2,Kotipaikka,Vantaa,01.01.2016,
3,Yritysmuoto,Osakeyhtiö,22.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.06.2015,,
6,Viimeisin rekisteröintiajankohta,06.06.2022,06.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,22.06.2015,,
8,Yrityksen tila,Rekisterissä,22.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.06.2020,
11,Yhteystiedot,,25.03.2021,
12,Postiosoite,PL 940  00101  Helsinki  Suomi,,
13,Käyntiosoite,Korkeavuorenkatu 45  00130  Helsinki  Suomi,,
14,Puhelin,020 431 31,,
