,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Knoobus Oy,31.12.2015,
1,Y-tunnus,2706524-2,,
2,Kotipaikka,Helsinki,01.09.2015,
3,Yritysmuoto,Osakeyhtiö,01.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.09.2015,,
6,Viimeisin rekisteröintiajankohta,14.04.2023,14.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.09.2015,,
8,Yrityksen tila,Rekisterissä,01.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.09.2019,
11,Yhteystiedot,,04.11.2019,
12,Postiosoite,Rantakuja 1  01510  Vantaa  Suomi,,
13,Puhelin,0400 239842,,
14,Sähköposti,rainer(a)knoobus.fi,,
15,Www,http://www.knoobus.fi,,
