,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistö Oy Palokärkiysi,03.12.2015,
1,Y-tunnus,2727251-6,,
2,Kotipaikka,Jyväskylä,03.12.2015,
3,Yritysmuoto,Osakeyhtiö,03.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.12.2015,,
6,Viimeisin rekisteröintiajankohta,26.04.2023,26.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,03.12.2015,,
8,Yrityksen tila,Rekisterissä,03.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.11.2019,
11,Yhteystiedot,,26.11.2015,
12,Postiosoite,Viitaharjuntie 14  40250  Jyväskylä  Suomi,,
13,Käyntiosoite,Viitaharjuntie 14  40250  Jyväskylä  Suomi,,
14,Puhelin,0400244677,,
