,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,ComSport Production Oy,19.05.2015,
1,Y-tunnus,2687100-7,,
2,Kotipaikka,Vantaa,19.05.2015,
3,Yritysmuoto,Osakeyhtiö,19.05.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.05.2015,,
6,Viimeisin rekisteröintiajankohta,09.12.2022,09.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,19.05.2015,,
8,Yrityksen tila,Rekisterissä,19.05.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.06.2020,
11,Yhteystiedot,,01.09.2017,
12,Postiosoite,Tähtisaranpolku 3 A 4  00940  Helsinki  Suomi,,
