,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Lapin Keittiöt Oy,01.10.2015,
1,Y-tunnus,2713195-9,,
2,Kotipaikka,Rovaniemi,01.10.2015,
3,Yritysmuoto,Osakeyhtiö,01.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.10.2015,,
6,Viimeisin rekisteröintiajankohta,22.03.2022,22.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.10.2015,,
8,Yrityksen tila,Rekisterissä,01.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,10.05.2021,
12,Postiosoite,c/o Lapin Keittiöt Oy  Aittatie 11  96100  Rovaniemi  Suomi,,
13,Käyntiosoite,c/o Lapin Keittiöt Oy  Aittatie 11  96100  Rovaniemi  Suomi,,
