,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Fortum Real Estate Oy,30.06.2015,
1,Y-tunnus,2679784-7,,
2,Kotipaikka,Espoo,30.06.2015,
3,Yritysmuoto,Osakeyhtiö,30.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.06.2015,,
6,Viimeisin rekisteröintiajankohta,24.08.2022,24.08.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.06.2015,,
8,Yrityksen tila,Rekisterissä,30.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.02.2020,
11,Yhteystiedot,,21.12.2017,
12,Postiosoite,PL 100  00048  Fortum  Suomi,,
13,Käyntiosoite,Keilalahdentie 2-4  02150  Espoo  Suomi,,
14,Puhelin,010 4511,,
