,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hautala 1949 Oy,02.04.2015,
1,Y-tunnus,2664318-6,,
2,Kotipaikka,Naantali,02.04.2015,
3,Yritysmuoto,Osakeyhtiö,02.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,02.04.2015,,
6,Viimeisin rekisteröintiajankohta,22.09.2022,22.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,02.04.2015,,
8,Yrityksen tila,Rekisterissä,02.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,22.09.2022,
11,Yhteystiedot,,07.01.2015,
12,Postiosoite,Murikontie 8  21110  Naantali  Suomi,,
