,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nupelo Oy,21.08.2015,
1,Y-tunnus,2705401-7,,
2,Kotipaikka,Laihia,21.08.2015,
3,Yritysmuoto,Osakeyhtiö,21.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.08.2015,,
6,Viimeisin rekisteröintiajankohta,13.09.2022,13.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.08.2015,,
8,Yrityksen tila,Rekisterissä,21.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,25.08.2015,
12,Postiosoite,c/o Tili ja Konsultointi Saukko Oy  Laihiantie 50  66400  Laihia  Suomi,,
13,Puhelin,040 660 5915,,
