,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,CML Property Oy Ab,30.07.2015,
1,Y-tunnus,2701634-4,,
2,Kotipaikka,Porvoo,30.07.2015,
3,Yritysmuoto,Osakeyhtiö,30.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.07.2015,,
6,Viimeisin rekisteröintiajankohta,14.09.2022,14.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,30.07.2015,,
8,Yrityksen tila,Rekisterissä,30.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.12.2020,
11,Yhteystiedot,,22.01.2019,
12,Postiosoite,Itätuulentie 5  06150  Porvoo  Suomi,,
13,Käyntiosoite,Itätuulentie 5  06150  Porvoo  Suomi,,
14,Puhelin,050 5885123,,
15,Sähköposti,Minna(a)cmlproperty.fi,,
