,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,OTM Games Oy,05.08.2015,
1,Y-tunnus,2699751-5,,
2,Kotipaikka,Helsinki,05.08.2015,
3,Yritysmuoto,Osakeyhtiö,05.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.08.2015,,
6,Viimeisin rekisteröintiajankohta,23.03.2023,23.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,05.08.2015,,
8,Yrityksen tila,Rekisterissä,05.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,05.01.2019,
12,Postiosoite,PL 63  00811  Helsinki  Suomi,,
13,Puhelin,0456564263,,
14,Sähköposti,info(a)otmgames.com,,
15,Www,http://www.otmgames.com,,
