,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Design House Finland Oy,04.02.2015,
1,Y-tunnus,2670725-8,,
2,Kotipaikka,Turku,04.02.2015,
3,Yritysmuoto,Osakeyhtiö,04.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.02.2015,,
6,Viimeisin rekisteröintiajankohta,12.11.2022,12.11.2022,
7,Yrityksen tiedot järjestelmässä alkaen,04.02.2015,,
8,Yrityksen tila,Rekisterissä,04.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.06.2020,
11,Yhteystiedot,,26.01.2023,
12,Postiosoite,Puolalanpuisto 2b B 6  20100  Turku  Suomi,,
13,Puhelin,0409696679,,
14,Sähköposti,johanna(a)designhouse.fi,,
15,Www,http://www.designhouse.fi,,
