,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Scanzon Group Finland Oy,12.01.2016,
1,Y-tunnus,2733571-6,,
2,Kotipaikka,Kuopio,12.01.2016,
3,Yritysmuoto,Osakeyhtiö,12.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.01.2016,,
6,Viimeisin rekisteröintiajankohta,30.03.2023,30.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,12.01.2016,,
8,Yrityksen tila,Rekisterissä,12.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.09.2022,
11,Yhteystiedot,,27.01.2023,
12,Postiosoite,c/o Opus 1-2 aula  Hitsaajankatu 20-24  00810  Helsinki  Suomi,,
13,Puhelin,0942414115,,
14,Sähköposti,asiakaspalvelu(a)resta24.fi,,
15,Www,http://www.resta24.fi,,
