,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Antikvariaatti ACV Oy,05.08.2015,
1,Y-tunnus,2700980-6,,
2,Kotipaikka,Valkeakoski,05.08.2015,
3,Yritysmuoto,Osakeyhtiö,05.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.08.2015,,
6,Viimeisin rekisteröintiajankohta,07.05.2022,07.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.08.2015,,
8,Yrityksen tila,Rekisterissä,05.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,16.07.2015,
12,Postiosoite,Torikatu 3  37600  Valkeakoski  Suomi,,
13,Käyntiosoite,Torikatu 3  37600  Valkeakoski  Suomi,,
