,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,PieJari Oy,31.01.2017,
1,Y-tunnus,2673142-6,,
2,Kotipaikka,Kiuruvesi,31.01.2017,
3,Yritysmuoto,Osakeyhtiö,31.01.2017,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.02.2015,,
6,Viimeisin rekisteröintiajankohta,28.05.2022,28.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,12.02.2015,,
8,Yrityksen tila,Rekisterissä,12.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,04.11.2019,
11,Yhteystiedot,,04.02.2015,
12,Postiosoite,Niemistenkatu 56  74700  Kiuruvesi  Suomi,,
