,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,VRP Etelä-Suomi Oy,03.06.2015,
1,Y-tunnus,2691176-9,,
2,Kotipaikka,Helsinki,03.06.2015,
3,Yritysmuoto,Osakeyhtiö,03.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.06.2015,,
6,Viimeisin rekisteröintiajankohta,11.10.2022,11.10.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.06.2015,,
8,Yrityksen tila,Rekisterissä,03.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,21.04.2020,
11,Yhteystiedot,,01.01.2023,
12,Postiosoite,c/o VRP Rakennuspalvelut Oy  Yliopistonkatu 36  40100  Jyväskylä  Suomi,,
13,Käyntiosoite,Aku Korhosen tie 8  00440  Helsinki  Suomi,,
14,Www,http://www.vrp.fi,,
