,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kiinteistötaito Infidem Oy,12.02.2015,
1,Y-tunnus,2672282-9,,
2,Kotipaikka,Kuopio,12.02.2015,
3,Yritysmuoto,Osakeyhtiö,12.02.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,12.02.2015,,
6,Viimeisin rekisteröintiajankohta,10.06.2022,10.06.2022,
7,Yrityksen tiedot järjestelmässä alkaen,12.02.2015,,
8,Yrityksen tila,Rekisterissä,12.02.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,12.06.2020,
11,Yhteystiedot,,02.02.2015,
12,Postiosoite,Tulliportinkatu 38 A  70110  Kuopio  Suomi,,
13,Sähköposti,etunimi.sukunimi(a)infidem.fi,,
14,Www,http://www.infidem.fi,,
