,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Digital Rebel Oy,29.09.2022,
1,Y-tunnus,2717620-9,,
2,Kotipaikka,Oulu,20.10.2015,
3,Yritysmuoto,Osakeyhtiö,20.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,20.10.2015,,
6,Viimeisin rekisteröintiajankohta,29.09.2022,29.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,20.10.2015,,
8,Yrityksen tila,Rekisterissä,20.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.07.2019,
11,Yhteystiedot,,29.07.2022,
12,Postiosoite,Kauppiaantie 47 C 21  90460  Oulunsalo  Suomi,,
13,Käyntiosoite,Kauppiaantie 47 C 21  90460  Oulunsalo  Suomi,,
14,Sähköposti,jenni(a)digitalrebel.fi,,
15,Www,http://www.digitalrebel.fi,,
