,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Heat Gym Oy,16.12.2015,
1,Y-tunnus,2727808-8,,
2,Kotipaikka,Lohja,16.12.2015,
3,Yritysmuoto,Osakeyhtiö,16.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,16.12.2015,,
6,Viimeisin rekisteröintiajankohta,18.05.2022,18.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,16.12.2015,,
8,Yrityksen tila,Rekisterissä,16.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.05.2020,
11,Yhteystiedot,,19.09.2018,
12,Postiosoite,Juuritie 7  03100  Nummela  Suomi,,
13,Käyntiosoite,Juuritie 7  03100  Nummela  Suomi,,
14,Sähköposti,info(a)heatgym.fi,,
15,Www,http://www.heatgym.fi,,
