,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Hionta ja Koneistus HS Oy,14.04.2015,
1,Y-tunnus,2681426-4,,
2,Kotipaikka,Rauma,14.04.2015,
3,Yritysmuoto,Osakeyhtiö,14.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,14.04.2015,,
6,Viimeisin rekisteröintiajankohta,23.03.2022,23.03.2022,
7,Yrityksen tiedot järjestelmässä alkaen,14.04.2015,,
8,Yrityksen tila,Rekisterissä,14.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,16.03.2020,
11,Yhteystiedot,,16.03.2020,
12,Käyntiosoite,Paanakedonkatu 23  28100  Pori  Suomi,,
13,Puhelin,045-6759705,,
