,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Mardin 47 Oy,09.05.2023,
1,Y-tunnus,2732634-2,,
2,Kotipaikka,Vihti,30.12.2015,
3,Yritysmuoto,Osakeyhtiö,30.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.12.2015,,
6,Viimeisin rekisteröintiajankohta,09.05.2023,09.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,30.12.2015,,
8,Yrityksen tila,Rekisterissä,09.05.2023,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,09.05.2023,
11,Yhteystiedot,,30.12.2015,
12,Postiosoite,Vihdintie 9 A 102  03100  Nummela  Suomi,,
13,Käyntiosoite,Vihdintie 9 A 102  03100  Nummela  Suomi,,
