,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Guston Retail Oy,17.04.2015,
1,Y-tunnus,2681754-5,,
2,Kotipaikka,Helsinki,17.04.2015,
3,Yritysmuoto,Osakeyhtiö,17.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,17.04.2015,,
6,Viimeisin rekisteröintiajankohta,10.01.2023,10.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,17.04.2015,,
8,Yrityksen tila,Rekisterissä,17.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,28.04.2022,
11,Yhteystiedot,,02.11.2020,
12,Postiosoite,Ruosilankuja 3  00390  Helsinki  Suomi,,
13,Käyntiosoite,Ruosilankuja 3  00390  Helsinki  Suomi,,
14,Puhelin,0207448000,,
