,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Production Brothers ProBros Oy,04.03.2015,
1,Y-tunnus,2678426-1,,
2,Kotipaikka,Kokkola,04.03.2015,
3,Yritysmuoto,Osakeyhtiö,04.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,04.03.2015,,
6,Viimeisin rekisteröintiajankohta,22.03.2023,22.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,04.03.2015,,
8,Yrityksen tila,Rekisterissä,04.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,24.06.2020,
11,Yhteystiedot,,02.10.2018,
12,Postiosoite,Teollisuuskatu 18 B 1  00520  Helsinki  Suomi,,
13,Käyntiosoite,Teollisuuskatu 18 B 1  00520  Helsinki  Suomi,,
