,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nordic Soya Oy,11.09.2015,
1,Y-tunnus,2698251-6,,
2,Kotipaikka,Uusikaupunki,06.07.2015,
3,Yritysmuoto,Osakeyhtiö,06.07.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.07.2015,,
6,Viimeisin rekisteröintiajankohta,21.05.2022,21.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.07.2015,,
8,Yrityksen tila,Rekisterissä,06.07.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.11.2020,
11,Yhteystiedot,,05.08.2015,
12,Postiosoite,Betorantie 42  23500  Uusikaupunki  Suomi,,
13,Käyntiosoite,Betorantie 42  23500  Uusikaupunki  Suomi,,
14,Puhelin,02 848 4300,,
