,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Stenros & Stenros Oy,13.06.2017,
1,Y-tunnus,2727927-5,,
2,Kotipaikka,Porvoo,03.12.2015,
3,Yritysmuoto,Osakeyhtiö,03.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,03.12.2015,,
6,Viimeisin rekisteröintiajankohta,14.12.2022,14.12.2022,
7,Yrityksen tiedot järjestelmässä alkaen,03.12.2015,,
8,Yrityksen tila,Rekisterissä,03.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,26.11.2021,
11,Yhteystiedot,,30.11.2015,
12,Postiosoite,Jokikatu 43  06100  Porvoo  Suomi,,
13,Käyntiosoite,Jokikatu 43  06100  Porvoo  Suomi,,
