,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Astro Marines Oy,01.12.2015,
1,Y-tunnus,2726496-2,,
2,Kotipaikka,Helsinki,01.12.2015,
3,Yritysmuoto,Osakeyhtiö,01.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.12.2015,,
6,Viimeisin rekisteröintiajankohta,09.05.2023,09.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,01.12.2015,,
8,Yrityksen tila,Rekisterissä,01.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.06.2020,
11,Yhteystiedot,,01.04.2019,
12,Postiosoite,c/o Mysteerio Oy  Pasilankatu 2  00240  Helsinki  Suomi,,
13,Käyntiosoite,Pasilankatu 2  00240  Helsinki  Suomi,,
14,Www,http://www.astromarines.com,,
