,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Suomen Vuokratontit Oy,30.11.2015,
1,Y-tunnus,2727630-6,,
2,Kotipaikka,Jyväskylä,30.11.2015,
3,Yritysmuoto,Osakeyhtiö,30.11.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,30.11.2015,,
6,Viimeisin rekisteröintiajankohta,27.04.2023,27.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,30.11.2015,,
8,Yrityksen tila,Rekisterissä,30.11.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,28.08.2017,
12,Postiosoite,c/o Diretor Oy  Kauppakatu 41 B 12  40100  Jyväskylä  Suomi,,
13,Käyntiosoite,c/o Diretor Oy  Kauppakatu 41 B 12  40100  Jyväskylä  Suomi,,
