,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Superplus Games Oy,05.03.2015,
1,Y-tunnus,2679023-1,,
2,Kotipaikka,Helsinki,05.03.2015,
3,Yritysmuoto,Osakeyhtiö,05.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,05.03.2015,,
6,Viimeisin rekisteröintiajankohta,19.05.2022,19.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,05.03.2015,,
8,Yrityksen tila,Rekisterissä,05.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.04.2021,
11,Yhteystiedot,,01.08.2022,
12,Postiosoite,Yrjönkatu 24  00100  Helsinki  Suomi,,
13,Käyntiosoite,Yrjönkatu 24  00100  Helsinki  Suomi,,
14,Puhelin,040-5360190,,
15,Sähköposti,contact(a)superplusgames.com,,
16,Www,http://www.superplusgames.com,,
