,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Dragon Fruit Oy,08.01.2016,
1,Y-tunnus,2725167-8,,
2,Kotipaikka,Helsinki,08.01.2016,
3,Yritysmuoto,Osakeyhtiö,08.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.01.2016,,
6,Viimeisin rekisteröintiajankohta,14.04.2023,14.04.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.01.2016,,
8,Yrityksen tila,Rekisterissä,08.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,13.01.2021,
12,Postiosoite,Eerikinkatu 16 A 4  00100  Helsinki  Suomi,,
13,Käyntiosoite,Eerikinkatu 16 A 4  00100  Helsinki  Suomi,,
14,Puhelin,"045 201 6100, 050 548 9128",,
15,Sähköposti,hello(a)shanshan-gong.com,,
16,Www,http://www.shanshan-gong.com,,
