,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Datavahti Oy,24.09.2015,
1,Y-tunnus,2708523-5,,
2,Kotipaikka,Vaasa,24.09.2015,
3,Yritysmuoto,Osakeyhtiö,24.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.09.2015,,
6,Viimeisin rekisteröintiajankohta,28.05.2022,28.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,24.09.2015,,
8,Yrityksen tila,Rekisterissä,24.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,01.07.2020,
11,Yhteystiedot,,02.09.2015,
12,Postiosoite,Skoonenkatu 14  65100  Vaasa  Suomi,,
13,Puhelin,0400 668864,,
14,Sähköposti,jari.mattila(a)datavahti.fi,,
