,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Trackinno Oy,06.03.2015,
1,Y-tunnus,2677783-8,,
2,Kotipaikka,Tampere,06.03.2015,
3,Yritysmuoto,Osakeyhtiö,06.03.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,06.03.2015,,
6,Viimeisin rekisteröintiajankohta,04.05.2022,04.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,06.03.2015,,
8,Yrityksen tila,Rekisterissä,06.03.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,18.06.2020,
11,Yhteystiedot,,21.12.2020,
12,Postiosoite,Åkerlundinkatu 8  33100  Tampere  Suomi,,
13,Käyntiosoite,Åkerlundinkatu 8  33100  Tampere  Suomi,,
14,Sähköposti,info(a)trackinno.com,,
15,Www,http://www.trackinno.com,,
