,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Pahkakosken Energia Oy,19.01.2016,
1,Y-tunnus,2735396-5,,
2,Kotipaikka,Ii,19.01.2016,
3,Yritysmuoto,Osakeyhtiö,19.01.2016,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,19.01.2016,,
6,Viimeisin rekisteröintiajankohta,28.02.2023,28.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,19.01.2016,,
8,Yrityksen tila,Rekisterissä,19.01.2016,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,03.07.2020,
11,Yhteystiedot,,28.12.2022,
12,Postiosoite,c/o Ilmatar Energy Oy  Unioninkatu 30  00100  Helsinki  Suomi,,
13,Käyntiosoite,Unioninkatu 30  00100  Helsinki  Suomi,,
