,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,World Energy Solutions Finland Oy,24.02.2020,
1,Y-tunnus,2712889-9,,
2,Kotipaikka,Helsinki,24.09.2015,
3,Yritysmuoto,Osakeyhtiö,24.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,24.09.2015,,
6,Viimeisin rekisteröintiajankohta,24.02.2023,24.02.2023,
7,Yrityksen tiedot järjestelmässä alkaen,24.09.2015,,
8,Yrityksen tila,Rekisterissä,24.09.2015,
9,Yrityksen tilanne,Selvitystilassa,24.02.2023,
10,Yrityksellä on yrityskiinnityksiä,Ei,,
11,Yrityksellä on edunsaajatietoja,Kyllä,18.05.2020,
12,Yhteystiedot,,02.11.2015,
13,Postiosoite,Hiilikatu 3  00180  Helsinki  Suomi,,
14,Käyntiosoite,Hiilikatu 3  00180  Helsinki  Suomi,,
