,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Jakelulehti Pöllö-Set Oy,28.09.2015,
1,Y-tunnus,2708845-2,,
2,Kotipaikka,Varkaus,28.09.2015,
3,Yritysmuoto,Osakeyhtiö,28.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,28.09.2015,,
6,Viimeisin rekisteröintiajankohta,05.05.2022,05.05.2022,
7,Yrityksen tiedot järjestelmässä alkaen,28.09.2015,,
8,Yrityksen tila,Rekisterissä,28.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,07.10.2020,
11,Yhteystiedot,,03.09.2015,
12,Postiosoite,Kämäränkatu 20  78500  Varkaus  Suomi,,
13,Käyntiosoite,Kämäränkatu 20  78500  Varkaus  Suomi,,
14,Puhelin,0440 278483,,
