,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Confido Cataluña Oy,08.12.2021,
1,Y-tunnus,2677368-5,,
2,Kotipaikka,Helsinki,21.04.2015,
3,Yritysmuoto,Osakeyhtiö,21.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.04.2015,,
6,Viimeisin rekisteröintiajankohta,23.01.2023,23.01.2023,
7,Yrityksen tiedot järjestelmässä alkaen,21.04.2015,,
8,Yrityksen tila,Rekisterissä,08.12.2021,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,25.08.2021,
11,Yhteystiedot,,13.04.2015,
12,Postiosoite,Pursimiehenkatu 1 A 1  00120  Helsinki  Suomi,,
13,Käyntiosoite,Pursimiehenkatu 1 A 1  00120  Helsinki  Suomi,,
14,Puhelin,+358 20 755 8804,,
15,Sähköposti,office(a)confidocapital.com,,
16,Www,http://www.confidocapital.com/,,
