,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Sorapari Oy,01.04.2015,
1,Y-tunnus,2680805-9,,
2,Kotipaikka,Kangasala,01.04.2015,
3,Yritysmuoto,Osakeyhtiö,01.04.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,01.04.2015,,
6,Viimeisin rekisteröintiajankohta,08.09.2022,08.09.2022,
7,Yrityksen tiedot järjestelmässä alkaen,01.04.2015,,
8,Yrityksen tila,Rekisterissä,01.04.2015,
9,Yrityksellä on yrityskiinnityksiä,Kyllä,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.09.2019,
11,Yhteystiedot,,23.04.2015,
12,Postiosoite,Kalliolantie 51  36200  Kangasala  Suomi,,
13,Käyntiosoite,Kalliolantie 51  36200  Kangasala  Suomi,,
