,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Tuotekadun Kiinteistö Oy,01.04.2019,
1,Y-tunnus,2694461-6,,
2,Kotipaikka,Raisio,01.04.2019,
3,Yritysmuoto,Osakeyhtiö,08.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.06.2015,,
6,Viimeisin rekisteröintiajankohta,26.07.2022,26.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,08.06.2015,,
8,Yrityksen tila,Rekisterissä,08.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,17.12.2020,
11,Yhteystiedot,,20.02.2019,
12,Postiosoite,Tuotekatu 12  21200  Raisio  Suomi,,
13,Käyntiosoite,Tuotekatu 12  21200  Raisio  Suomi,,
