,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kelvitec Oy,13.03.2017,
1,Y-tunnus,2696192-6,,
2,Kotipaikka,Kuopio,25.06.2015,
3,Yritysmuoto,Osakeyhtiö,25.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,25.06.2015,,
6,Viimeisin rekisteröintiajankohta,16.03.2023,16.03.2023,
7,Yrityksen tiedot järjestelmässä alkaen,25.06.2015,,
8,Yrityksen tila,Rekisterissä,25.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,05.08.2019,
11,Yhteystiedot,,23.05.2018,
12,Postiosoite,PL 62  70101  Kuopio  Suomi,,
13,Käyntiosoite,Oppipojankuja 10  70780  Kuopio  Suomi,,
14,Sähköposti,etunimi.sukunimi(a)kelvitec.fi,,
15,Www,http://www.kelvitec.fi,,
