,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Secret Surf Oy,23.10.2015,
1,Y-tunnus,2715877-2,,
2,Kotipaikka,Helsinki,23.10.2015,
3,Yritysmuoto,Osakeyhtiö,23.10.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,23.10.2015,,
6,Viimeisin rekisteröintiajankohta,28.04.2022,28.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,23.10.2015,,
8,Yrityksen tila,Rekisterissä,23.10.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,27.12.2021,
11,Yhteystiedot,,03.03.2022,
12,Postiosoite,PL 1188  00101  Helsinki  Suomi,,
13,Käyntiosoite,c/o Secret Spot Helsinki  Jääkärinkatu 13 A 33  00150  Helsinki  Suomi,,
14,Puhelin,0407000684,,
15,Sähköposti,info(a)secretspot.fi,,
16,Www,http://www.secretspot.fi,,
