,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Kahvila Minna Maarit Oy,22.06.2015,
1,Y-tunnus,2696812-4,,
2,Kotipaikka,Espoo,22.06.2015,
3,Yritysmuoto,Osakeyhtiö,22.06.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,22.06.2015,,
6,Viimeisin rekisteröintiajankohta,01.11.2019,01.11.2019,
7,Yrityksen tiedot järjestelmässä alkaen,22.06.2015,,
8,Yrityksen tila,Rekisterissä,22.06.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Ei,,
11,Yhteystiedot,,22.06.2015,
12,Postiosoite,Leppävaarankatu 3-9  02600  Espoo  Suomi,,
13,Käyntiosoite,Leppävaarankatu 3-9  02600  Espoo  Suomi,,
