,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Päijät-Remontti Oy,21.08.2015,
1,Y-tunnus,2705156-1,,
2,Kotipaikka,Lahti,21.08.2015,
3,Yritysmuoto,Osakeyhtiö,21.08.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.08.2015,,
6,Viimeisin rekisteröintiajankohta,20.04.2022,20.04.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.08.2015,,
8,Yrityksen tila,Rekisterissä,21.08.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,15.05.2020,
11,Yhteystiedot,,06.06.2017,
12,Postiosoite,Johtokatu 22  15680  Lahti  Suomi,,
13,Käyntiosoite,Johtokatu 22  15680  Lahti  Suomi,,
14,Puhelin,0408231971,,
15,Www,http://www.paijatremontti.fi,,
