,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Locationhouse Finland Oy,08.12.2015,
1,Y-tunnus,2728533-3,,
2,Kotipaikka,Porvoo,08.12.2015,
3,Yritysmuoto,Osakeyhtiö,08.12.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,08.12.2015,,
6,Viimeisin rekisteröintiajankohta,06.05.2023,06.05.2023,
7,Yrityksen tiedot järjestelmässä alkaen,08.12.2015,,
8,Yrityksen tila,Rekisterissä,08.12.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,29.05.2020,
11,Yhteystiedot,,04.10.2016,
12,Postiosoite,Martantie 21  06100  Porvoo  Suomi,,
13,Käyntiosoite,Martantie 21  06100  Porvoo  Suomi,,
14,Puhelin,+358400812262,,
15,Sähköposti,info(a)locationhouse.net,,
16,Www,http://www.locationhouse.net,,
