,Yrityksen perustiedot,Yrityksen perustiedot.1,Alkaen,Historia
0,Nimi,Nr1 Kiinteistönvälitys Oy,21.09.2015,
1,Y-tunnus,2708199-8,,
2,Kotipaikka,Helsinki,21.09.2015,
3,Yritysmuoto,Osakeyhtiö,21.09.2015,
4,Yrityksen kieli,suomi,,
5,Rekisteröintiajankohta,21.09.2015,,
6,Viimeisin rekisteröintiajankohta,08.07.2022,08.07.2022,
7,Yrityksen tiedot järjestelmässä alkaen,21.09.2015,,
8,Yrityksen tila,Rekisterissä,21.09.2015,
9,Yrityksellä on yrityskiinnityksiä,Ei,,
10,Yrityksellä on edunsaajatietoja,Kyllä,20.02.2021,
11,Yhteystiedot,,01.09.2015,
12,Postiosoite,Päätie 34 C  00590  Helsinki  Suomi,,
13,Käyntiosoite,Päätie 34 C  00590  Helsinki  Suomi,,
14,Sähköposti,info(a)nr1.fi,,
